Probe #,Sample (f),Timestamp
5,1196.38,12/13/2018 23:03
1,42.18,12/13/2018 23:03
2,43.04,12/13/2018 23:03
3,50.56,12/13/2018 23:03
4,40.4,12/13/2018 23:03
5,1189.38,12/13/2018 23:03
1,41.99,12/13/2018 23:03
2,43.08,12/13/2018 23:03
3,50.97,12/13/2018 23:03
4,40.7,12/13/2018 23:03
5,1178.74,12/13/2018 23:03
1,42.19,12/13/2018 23:03
2,43.54,12/13/2018 23:03
3,51.48,12/13/2018 23:03
4,40.46,12/13/2018 23:03
5,1170.85,12/13/2018 23:03
1,42.33,12/13/2018 23:03
2,43.47,12/13/2018 23:03
3,51.46,12/13/2018 23:03
4,40.55,12/13/2018 23:03
5,1163.74,12/13/2018 23:03
1,42.15,12/13/2018 23:03
2,43.39,12/13/2018 23:03
3,52.26,12/13/2018 23:03
4,40.61,12/13/2018 23:03
5,1157.71,12/13/2018 23:03
1,42.25,12/13/2018 23:03
2,43.07,12/13/2018 23:03
3,52.89,12/13/2018 23:03
4,40.77,12/13/2018 23:03
5,1150.58,12/13/2018 23:03
1,42.19,12/13/2018 23:03
2,43.46,12/13/2018 23:03
3,52.94,12/13/2018 23:03
4,40.9,12/13/2018 23:03
5,1144.53,12/13/2018 23:03
1,42.15,12/13/2018 23:03
2,43.26,12/13/2018 23:03
3,53.74,12/13/2018 23:03
4,40.75,12/13/2018 23:03
5,1145.83,12/13/2018 23:03
1,42.2,12/13/2018 23:03
2,43.27,12/13/2018 23:03
3,54.01,12/13/2018 23:03
4,40.59,12/13/2018 23:03
5,1160.38,12/13/2018 23:03
1,42.17,12/13/2018 23:03
2,43.33,12/13/2018 23:03
3,54.43,12/13/2018 23:03
4,40.7,12/13/2018 23:03
5,1178.82,12/13/2018 23:03
1,42.35,12/13/2018 23:03
2,43.54,12/13/2018 23:03
3,54.93,12/13/2018 23:03
4,40.79,12/13/2018 23:03
5,1193.45,12/13/2018 23:03
1,42.42,12/13/2018 23:03
2,43.34,12/13/2018 23:03
3,55.21,12/13/2018 23:03
4,40.59,12/13/2018 23:03
5,1190.34,12/13/2018 23:03
1,42.41,12/13/2018 23:03
2,43.43,12/13/2018 23:03
3,55.81,12/13/2018 23:03
4,40.93,12/13/2018 23:03
5,1197.62,12/13/2018 23:03
1,42.39,12/13/2018 23:03
2,43.58,12/13/2018 23:03
3,56.27,12/13/2018 23:03
4,40.94,12/13/2018 23:03
5,1212.65,12/13/2018 23:03
1,42.27,12/13/2018 23:03
2,43.44,12/13/2018 23:03
3,57.12,12/13/2018 23:03
4,41.19,12/13/2018 23:03
5,1225.44,12/13/2018 23:03
1,42.39,12/13/2018 23:03
2,43.55,12/13/2018 23:03
3,57.45,12/13/2018 23:03
4,40.57,12/13/2018 23:03
5,1237.1,12/13/2018 23:03
1,42.58,12/13/2018 23:03
2,43.76,12/13/2018 23:03
3,57.68,12/13/2018 23:03
4,40.69,12/13/2018 23:03
5,1241.52,12/13/2018 23:03
1,42,12/13/2018 23:03
2,43.79,12/13/2018 23:03
3,58.25,12/13/2018 23:03
4,40.86,12/13/2018 23:03
5,1248.31,12/13/2018 23:03
1,42.41,12/13/2018 23:03
2,43.68,12/13/2018 23:03
3,58.87,12/13/2018 23:03
4,40.83,12/13/2018 23:03
5,1257.86,12/13/2018 23:03
1,42.74,12/13/2018 23:04
2,43.52,12/13/2018 23:04
3,59.08,12/13/2018 23:04
4,40.87,12/13/2018 23:04
5,1264.75,12/13/2018 23:04
1,42.57,12/13/2018 23:04
2,43.44,12/13/2018 23:04
3,59.44,12/13/2018 23:04
4,41.09,12/13/2018 23:04
5,1263.43,12/13/2018 23:04
1,42.24,12/13/2018 23:04
2,43.69,12/13/2018 23:04
3,60.16,12/13/2018 23:04
4,40.94,12/13/2018 23:04
5,1260.13,12/13/2018 23:04
1,42.63,12/13/2018 23:04
2,43.87,12/13/2018 23:04
3,60.39,12/13/2018 23:04
4,40.95,12/13/2018 23:04
5,1263.62,12/13/2018 23:04
1,42.34,12/13/2018 23:04
2,43.88,12/13/2018 23:04
3,61.08,12/13/2018 23:04
4,41.03,12/13/2018 23:04
5,1272.24,12/13/2018 23:04
1,42.48,12/13/2018 23:04
2,44.05,12/13/2018 23:04
3,61.34,12/13/2018 23:04
4,41.2,12/13/2018 23:04
5,1285.59,12/13/2018 23:04
1,42.57,12/13/2018 23:04
2,43.68,12/13/2018 23:04
3,62.07,12/13/2018 23:04
4,40.93,12/13/2018 23:04
5,1289.8,12/13/2018 23:04
1,42.73,12/13/2018 23:04
2,44.14,12/13/2018 23:04
3,62.58,12/13/2018 23:04
4,41.16,12/13/2018 23:04
5,1293.32,12/13/2018 23:04
1,42.76,12/13/2018 23:04
2,43.81,12/13/2018 23:04
3,63.52,12/13/2018 23:04
4,41.22,12/13/2018 23:04
5,1287.57,12/13/2018 23:04
1,42.55,12/13/2018 23:04
2,44.02,12/13/2018 23:04
3,63.97,12/13/2018 23:04
4,41.15,12/13/2018 23:04
5,1281.66,12/13/2018 23:04
1,42.69,12/13/2018 23:04
2,43.87,12/13/2018 23:04
3,64.14,12/13/2018 23:04
4,41.3,12/13/2018 23:04
5,1270.37,12/13/2018 23:04
1,42.73,12/13/2018 23:04
2,44.11,12/13/2018 23:04
3,64.9,12/13/2018 23:04
4,41.1,12/13/2018 23:04
5,1256.84,12/13/2018 23:04
1,42.7,12/13/2018 23:04
2,43.96,12/13/2018 23:04
3,65.29,12/13/2018 23:04
4,41.29,12/13/2018 23:04
5,1240.6,12/13/2018 23:04
1,42.85,12/13/2018 23:04
2,43.91,12/13/2018 23:04
3,65.82,12/13/2018 23:04
4,41.31,12/13/2018 23:04
5,1222.63,12/13/2018 23:04
1,42.62,12/13/2018 23:04
2,44.2,12/13/2018 23:04
3,65.79,12/13/2018 23:04
4,41.49,12/13/2018 23:04
5,1206,12/13/2018 23:04
1,42.56,12/13/2018 23:04
2,44.07,12/13/2018 23:04
3,66.56,12/13/2018 23:04
4,41.43,12/13/2018 23:04
5,1189.74,12/13/2018 23:04
1,43.08,12/13/2018 23:04
2,43.77,12/13/2018 23:04
3,67.01,12/13/2018 23:04
4,41.4,12/13/2018 23:04
5,1173.96,12/13/2018 23:04
1,42.96,12/13/2018 23:04
2,44.23,12/13/2018 23:04
3,67.97,12/13/2018 23:04
4,41.52,12/13/2018 23:04
5,1158.4,12/13/2018 23:04
1,42.61,12/13/2018 23:04
2,44.03,12/13/2018 23:04
3,67.91,12/13/2018 23:04
4,41.11,12/13/2018 23:04
5,1144.25,12/13/2018 23:04
1,42.6,12/13/2018 23:04
2,44.39,12/13/2018 23:04
3,68.54,12/13/2018 23:04
4,41.32,12/13/2018 23:04
5,1130.05,12/13/2018 23:04
1,42.54,12/13/2018 23:04
2,44.04,12/13/2018 23:04
3,68.96,12/13/2018 23:04
4,41.45,12/13/2018 23:04
5,1116.51,12/13/2018 23:04
1,42.71,12/13/2018 23:04
2,44.44,12/13/2018 23:04
3,69.26,12/13/2018 23:04
4,41.39,12/13/2018 23:04
5,1103.4,12/13/2018 23:04
1,42.79,12/13/2018 23:04
2,44.27,12/13/2018 23:04
3,70.04,12/13/2018 23:04
4,41.58,12/13/2018 23:04
5,1091.62,12/13/2018 23:04
1,42.69,12/13/2018 23:04
2,44.22,12/13/2018 23:04
3,70.45,12/13/2018 23:04
4,41.43,12/13/2018 23:04
5,1079.86,12/13/2018 23:04
1,42.7,12/13/2018 23:04
2,44.25,12/13/2018 23:04
3,70.88,12/13/2018 23:04
4,41.55,12/13/2018 23:04
5,1068.31,12/13/2018 23:04
1,42.71,12/13/2018 23:04
2,44.32,12/13/2018 23:04
3,71.56,12/13/2018 23:04
4,41.82,12/13/2018 23:04
5,1057.69,12/13/2018 23:04
1,42.94,12/13/2018 23:04
2,44.54,12/13/2018 23:04
3,72.07,12/13/2018 23:04
4,41.64,12/13/2018 23:04
5,1047.58,12/13/2018 23:04
1,42.91,12/13/2018 23:04
2,44.27,12/13/2018 23:04
3,72.48,12/13/2018 23:04
4,41.71,12/13/2018 23:04
5,1037.06,12/13/2018 23:04
1,42.73,12/13/2018 23:04
2,44.51,12/13/2018 23:04
3,73.04,12/13/2018 23:04
4,41.92,12/13/2018 23:04
5,1027.19,12/13/2018 23:04
1,43.06,12/13/2018 23:04
2,44.58,12/13/2018 23:04
3,73.52,12/13/2018 23:04
4,41.87,12/13/2018 23:04
5,1018.1,12/13/2018 23:04
1,42.89,12/13/2018 23:04
2,44.18,12/13/2018 23:04
3,73.9,12/13/2018 23:04
4,41.66,12/13/2018 23:04
5,1009.05,12/13/2018 23:04
1,42.86,12/13/2018 23:04
2,44.15,12/13/2018 23:04
3,74.37,12/13/2018 23:04
4,41.92,12/13/2018 23:04
5,998.91,12/13/2018 23:04
1,43.1,12/13/2018 23:04
2,44.38,12/13/2018 23:04
3,74.62,12/13/2018 23:04
4,41.9,12/13/2018 23:04
5,988.35,12/13/2018 23:04
1,42.81,12/13/2018 23:04
2,44.37,12/13/2018 23:04
3,75.59,12/13/2018 23:04
4,41.84,12/13/2018 23:04
5,977.96,12/13/2018 23:04
1,43.27,12/13/2018 23:04
2,44.42,12/13/2018 23:04
3,75.63,12/13/2018 23:04
4,41.97,12/13/2018 23:04
5,967.79,12/13/2018 23:04
1,43,12/13/2018 23:04
2,44.37,12/13/2018 23:04
3,75.82,12/13/2018 23:04
4,41.88,12/13/2018 23:04
5,957.77,12/13/2018 23:04
1,43.01,12/13/2018 23:04
2,44.49,12/13/2018 23:04
3,76.34,12/13/2018 23:04
4,41.95,12/13/2018 23:04
5,948.86,12/13/2018 23:04
1,43.12,12/13/2018 23:04
2,44.45,12/13/2018 23:04
3,76.67,12/13/2018 23:04
4,42.11,12/13/2018 23:04
5,940.46,12/13/2018 23:04
1,43.13,12/13/2018 23:04
2,44.62,12/13/2018 23:04
3,77.08,12/13/2018 23:04
4,42.06,12/13/2018 23:04
5,932.04,12/13/2018 23:04
1,42.98,12/13/2018 23:04
2,44.6,12/13/2018 23:04
3,77.14,12/13/2018 23:04
4,42.39,12/13/2018 23:04
5,923.31,12/13/2018 23:04
1,43.02,12/13/2018 23:04
2,44.54,12/13/2018 23:04
3,77.78,12/13/2018 23:04
4,42.18,12/13/2018 23:04
5,914.25,12/13/2018 23:04
1,43.28,12/13/2018 23:04
2,44.37,12/13/2018 23:04
3,77.71,12/13/2018 23:04
4,42.37,12/13/2018 23:04
5,902.79,12/13/2018 23:04
1,43.31,12/13/2018 23:04
2,44.51,12/13/2018 23:04
3,78.17,12/13/2018 23:04
4,42.28,12/13/2018 23:04
5,890.4,12/13/2018 23:04
1,43,12/13/2018 23:04
2,44.56,12/13/2018 23:04
3,78.51,12/13/2018 23:04
4,42.28,12/13/2018 23:04
5,879.01,12/13/2018 23:04
1,43.17,12/13/2018 23:04
2,44.54,12/13/2018 23:04
3,79.08,12/13/2018 23:04
4,42.13,12/13/2018 23:04
5,866.73,12/13/2018 23:04
1,43.08,12/13/2018 23:04
2,44.23,12/13/2018 23:04
3,79.3,12/13/2018 23:04
4,42.45,12/13/2018 23:04
5,854.05,12/13/2018 23:04
1,43.09,12/13/2018 23:04
2,44.64,12/13/2018 23:04
3,79.73,12/13/2018 23:04
4,42.63,12/13/2018 23:04
5,842.2,12/13/2018 23:04
1,43.42,12/13/2018 23:04
2,44.44,12/13/2018 23:04
3,79.86,12/13/2018 23:04
4,42.7,12/13/2018 23:04
5,832.75,12/13/2018 23:04
1,43.41,12/13/2018 23:04
2,44.67,12/13/2018 23:04
3,80.04,12/13/2018 23:04
4,42.75,12/13/2018 23:04
5,823.3,12/13/2018 23:04
1,43.13,12/13/2018 23:04
2,44.68,12/13/2018 23:04
3,80.34,12/13/2018 23:04
4,42.36,12/13/2018 23:04
5,813.89,12/13/2018 23:04
1,43.08,12/13/2018 23:04
2,44.72,12/13/2018 23:04
3,80.47,12/13/2018 23:04
4,42.68,12/13/2018 23:04
5,804,12/13/2018 23:04
1,43.27,12/13/2018 23:05
2,44.66,12/13/2018 23:05
3,80.87,12/13/2018 23:05
4,42.8,12/13/2018 23:05
5,793.78,12/13/2018 23:05
1,43.33,12/13/2018 23:05
2,44.69,12/13/2018 23:05
3,81.06,12/13/2018 23:05
4,42.81,12/13/2018 23:05
5,784.16,12/13/2018 23:05
1,43.36,12/13/2018 23:05
2,44.6,12/13/2018 23:05
3,81.47,12/13/2018 23:05
4,42.97,12/13/2018 23:05
5,774.58,12/13/2018 23:05
1,43.34,12/13/2018 23:05
2,44.52,12/13/2018 23:05
3,81.59,12/13/2018 23:05
4,42.84,12/13/2018 23:05
5,765.55,12/13/2018 23:05
1,43.55,12/13/2018 23:05
2,44.53,12/13/2018 23:05
3,81.71,12/13/2018 23:05
4,43.02,12/13/2018 23:05
5,758.86,12/13/2018 23:05
1,43.46,12/13/2018 23:05
2,44.76,12/13/2018 23:05
3,81.91,12/13/2018 23:05
4,43.43,12/13/2018 23:05
5,750.72,12/13/2018 23:05
1,43.65,12/13/2018 23:05
2,44.99,12/13/2018 23:05
3,82.4,12/13/2018 23:05
4,43.1,12/13/2018 23:05
5,743.49,12/13/2018 23:05
1,43.82,12/13/2018 23:05
2,44.84,12/13/2018 23:05
3,82.64,12/13/2018 23:05
4,43.43,12/13/2018 23:05
5,734.91,12/13/2018 23:05
1,43.5,12/13/2018 23:05
2,44.71,12/13/2018 23:05
3,82.7,12/13/2018 23:05
4,43.59,12/13/2018 23:05
5,726.63,12/13/2018 23:05
1,43.28,12/13/2018 23:05
2,44.68,12/13/2018 23:05
3,82.56,12/13/2018 23:05
4,43.42,12/13/2018 23:05
5,718.79,12/13/2018 23:05
1,43.29,12/13/2018 23:05
2,44.63,12/13/2018 23:05
3,82.93,12/13/2018 23:05
4,43.45,12/13/2018 23:05
5,712.05,12/13/2018 23:05
1,43.32,12/13/2018 23:05
2,44.83,12/13/2018 23:05
3,83.13,12/13/2018 23:05
4,43.6,12/13/2018 23:05
5,705.87,12/13/2018 23:05
1,43.46,12/13/2018 23:05
2,44.76,12/13/2018 23:05
3,83.09,12/13/2018 23:05
4,43.75,12/13/2018 23:05
5,699.19,12/13/2018 23:05
1,43.79,12/13/2018 23:05
2,45.08,12/13/2018 23:05
3,83.57,12/13/2018 23:05
4,43.73,12/13/2018 23:05
5,692.26,12/13/2018 23:05
1,43.44,12/13/2018 23:05
2,44.73,12/13/2018 23:05
3,83.78,12/13/2018 23:05
4,43.66,12/13/2018 23:05
5,685.72,12/13/2018 23:05
1,43.5,12/13/2018 23:05
2,45.12,12/13/2018 23:05
3,83.84,12/13/2018 23:05
4,43.75,12/13/2018 23:05
5,679.86,12/13/2018 23:05
1,43.38,12/13/2018 23:05
2,44.96,12/13/2018 23:05
3,83.99,12/13/2018 23:05
4,44.25,12/13/2018 23:05
5,674.14,12/13/2018 23:05
1,43.79,12/13/2018 23:05
2,44.82,12/13/2018 23:05
3,84.12,12/13/2018 23:05
4,43.92,12/13/2018 23:05
5,667.29,12/13/2018 23:05
1,43.59,12/13/2018 23:05
2,44.57,12/13/2018 23:05
3,84.19,12/13/2018 23:05
4,44.3,12/13/2018 23:05
5,660.84,12/13/2018 23:05
1,43.48,12/13/2018 23:05
2,44.73,12/13/2018 23:05
3,84.39,12/13/2018 23:05
4,44.11,12/13/2018 23:05
5,653.86,12/13/2018 23:05
1,43.72,12/13/2018 23:05
2,45,12/13/2018 23:05
3,84.57,12/13/2018 23:05
4,44.1,12/13/2018 23:05
5,645.85,12/13/2018 23:05
1,43.51,12/13/2018 23:05
2,44.84,12/13/2018 23:05
3,84.83,12/13/2018 23:05
4,44.37,12/13/2018 23:05
5,639.43,12/13/2018 23:05
1,44.06,12/13/2018 23:05
2,45.04,12/13/2018 23:05
3,85.01,12/13/2018 23:05
4,44.26,12/13/2018 23:05
5,633,12/13/2018 23:05
1,43.66,12/13/2018 23:05
2,44.86,12/13/2018 23:05
3,84.95,12/13/2018 23:05
4,44.81,12/13/2018 23:05
5,626.23,12/13/2018 23:05
1,44.03,12/13/2018 23:05
2,44.94,12/13/2018 23:05
3,85.27,12/13/2018 23:05
4,44.57,12/13/2018 23:05
5,620.23,12/13/2018 23:05
1,43.84,12/13/2018 23:05
2,45,12/13/2018 23:05
3,85.16,12/13/2018 23:05
4,44.98,12/13/2018 23:05
5,613.97,12/13/2018 23:05
1,44.02,12/13/2018 23:05
2,45.01,12/13/2018 23:05
3,85.63,12/13/2018 23:05
4,44.96,12/13/2018 23:05
5,609.98,12/13/2018 23:05
1,43.74,12/13/2018 23:05
2,44.95,12/13/2018 23:05
3,85.44,12/13/2018 23:05
4,45.08,12/13/2018 23:05
5,608.26,12/13/2018 23:05
1,43.78,12/13/2018 23:05
2,44.89,12/13/2018 23:05
3,85.51,12/13/2018 23:05
4,45.25,12/13/2018 23:05
5,610.02,12/13/2018 23:05
1,43.92,12/13/2018 23:05
2,45,12/13/2018 23:05
3,85.75,12/13/2018 23:05
4,45.11,12/13/2018 23:05
5,615.03,12/13/2018 23:05
1,44.02,12/13/2018 23:05
2,44.97,12/13/2018 23:05
3,86.02,12/13/2018 23:05
4,45.37,12/13/2018 23:05
5,619.05,12/13/2018 23:05
1,44,12/13/2018 23:05
2,45.09,12/13/2018 23:05
3,86.16,12/13/2018 23:05
4,45.17,12/13/2018 23:05
5,621.46,12/13/2018 23:05
1,43.99,12/13/2018 23:05
2,44.86,12/13/2018 23:05
3,86.16,12/13/2018 23:05
4,45.46,12/13/2018 23:05
5,622.69,12/13/2018 23:05
1,43.91,12/13/2018 23:05
2,45.05,12/13/2018 23:05
3,86.09,12/13/2018 23:05
4,45.48,12/13/2018 23:05
5,624.61,12/13/2018 23:05
1,44.28,12/13/2018 23:05
2,45,12/13/2018 23:05
3,86.23,12/13/2018 23:05
4,45.56,12/13/2018 23:05
5,628.79,12/13/2018 23:05
1,43.71,12/13/2018 23:05
2,45.05,12/13/2018 23:05
3,86.46,12/13/2018 23:05
4,45.93,12/13/2018 23:05
5,643.17,12/13/2018 23:05
1,44.05,12/13/2018 23:05
2,44.98,12/13/2018 23:05
3,86.5,12/13/2018 23:05
4,45.59,12/13/2018 23:05
5,661.15,12/13/2018 23:05
1,43.86,12/13/2018 23:05
2,45.03,12/13/2018 23:05
3,86.56,12/13/2018 23:05
4,45.59,12/13/2018 23:05
5,674.67,12/13/2018 23:05
1,43.79,12/13/2018 23:05
2,45.27,12/13/2018 23:05
3,86.66,12/13/2018 23:05
4,46.12,12/13/2018 23:05
5,686.31,12/13/2018 23:05
1,43.97,12/13/2018 23:05
2,45.18,12/13/2018 23:05
3,86.58,12/13/2018 23:05
4,46.27,12/13/2018 23:05
5,694.77,12/13/2018 23:05
1,44.01,12/13/2018 23:05
2,45.02,12/13/2018 23:05
3,86.89,12/13/2018 23:05
4,46.44,12/13/2018 23:05
5,700.52,12/13/2018 23:05
1,43.75,12/13/2018 23:05
2,45.12,12/13/2018 23:05
3,86.84,12/13/2018 23:05
4,46.28,12/13/2018 23:05
5,707.45,12/13/2018 23:05
1,44.24,12/13/2018 23:05
2,45.15,12/13/2018 23:05
3,87.03,12/13/2018 23:05
4,46.53,12/13/2018 23:05
5,716.21,12/13/2018 23:05
1,44.1,12/13/2018 23:05
2,45.25,12/13/2018 23:05
3,86.93,12/13/2018 23:05
4,46.46,12/13/2018 23:05
5,730.4,12/13/2018 23:05
1,44.26,12/13/2018 23:05
2,45.14,12/13/2018 23:05
3,86.92,12/13/2018 23:05
4,46.68,12/13/2018 23:05
5,745.06,12/13/2018 23:05
1,44.16,12/13/2018 23:05
2,45.39,12/13/2018 23:05
3,87.06,12/13/2018 23:05
4,46.79,12/13/2018 23:05
5,758.37,12/13/2018 23:05
1,44.12,12/13/2018 23:05
2,45.34,12/13/2018 23:05
3,86.99,12/13/2018 23:05
4,46.48,12/13/2018 23:05
5,776.53,12/13/2018 23:05
1,43.92,12/13/2018 23:05
2,45.44,12/13/2018 23:05
3,87.08,12/13/2018 23:05
4,46.96,12/13/2018 23:05
5,810.12,12/13/2018 23:05
1,44.02,12/13/2018 23:05
2,45.43,12/13/2018 23:05
3,87.21,12/13/2018 23:05
4,46.82,12/13/2018 23:05
5,845.44,12/13/2018 23:05
1,44.04,12/13/2018 23:05
2,45.21,12/13/2018 23:05
3,87.26,12/13/2018 23:05
4,47.18,12/13/2018 23:05
5,878.13,12/13/2018 23:05
1,44.23,12/13/2018 23:05
2,45.23,12/13/2018 23:05
3,87.25,12/13/2018 23:05
4,47.48,12/13/2018 23:05
5,907.52,12/13/2018 23:05
1,44.19,12/13/2018 23:06
2,45.41,12/13/2018 23:06
3,87.36,12/13/2018 23:06
4,47.31,12/13/2018 23:06
5,930.26,12/13/2018 23:06
1,44.28,12/13/2018 23:06
2,45.59,12/13/2018 23:06
3,87.3,12/13/2018 23:06
4,47.06,12/13/2018 23:06
5,950.51,12/13/2018 23:06
1,44,12/13/2018 23:06
2,45.72,12/13/2018 23:06
3,87.74,12/13/2018 23:06
4,47.32,12/13/2018 23:06
5,960.44,12/13/2018 23:06
1,44.35,12/13/2018 23:06
2,45.42,12/13/2018 23:06
3,87.58,12/13/2018 23:06
4,47.85,12/13/2018 23:06
5,961.83,12/13/2018 23:06
1,44.13,12/13/2018 23:06
2,45.38,12/13/2018 23:06
3,87.6,12/13/2018 23:06
4,50.46,12/13/2018 23:06
5,956.39,12/13/2018 23:06
1,44.01,12/13/2018 23:06
2,45.35,12/13/2018 23:06
3,87.88,12/13/2018 23:06
4,57.21,12/13/2018 23:06
5,948.41,12/13/2018 23:06
1,44.54,12/13/2018 23:06
2,45.61,12/13/2018 23:06
3,87.68,12/13/2018 23:06
4,65.48,12/13/2018 23:06
5,939.71,12/13/2018 23:06
1,44.1,12/13/2018 23:06
2,45.55,12/13/2018 23:06
3,88.19,12/13/2018 23:06
4,74.34,12/13/2018 23:06
5,930.99,12/13/2018 23:06
1,44.6,12/13/2018 23:06
2,45.44,12/13/2018 23:06
3,87.9,12/13/2018 23:06
4,83.62,12/13/2018 23:06
5,922.82,12/13/2018 23:06
1,44.61,12/13/2018 23:06
2,45.55,12/13/2018 23:06
3,88.33,12/13/2018 23:06
4,91.28,12/13/2018 23:06
5,914.38,12/13/2018 23:06
1,44.04,12/13/2018 23:06
2,45.32,12/13/2018 23:06
3,88.42,12/13/2018 23:06
4,99.01,12/13/2018 23:06
5,905.89,12/13/2018 23:06
1,44.24,12/13/2018 23:06
2,45.6,12/13/2018 23:06
3,88.26,12/13/2018 23:06
4,106.24,12/13/2018 23:06
5,897.43,12/13/2018 23:06
1,44.55,12/13/2018 23:06
2,45.55,12/13/2018 23:06
3,88.46,12/13/2018 23:06
4,111.96,12/13/2018 23:06
5,889.82,12/13/2018 23:06
1,44.53,12/13/2018 23:06
2,45.64,12/13/2018 23:06
3,88.51,12/13/2018 23:06
4,116.83,12/13/2018 23:06
5,882.43,12/13/2018 23:06
1,44.5,12/13/2018 23:06
2,45.43,12/13/2018 23:06
3,88.79,12/13/2018 23:06
4,121.13,12/13/2018 23:06
5,874.56,12/13/2018 23:06
1,44.51,12/13/2018 23:06
2,45.61,12/13/2018 23:06
3,89.07,12/13/2018 23:06
4,124.2,12/13/2018 23:06
5,866.8,12/13/2018 23:06
1,44.58,12/13/2018 23:06
2,45.7,12/13/2018 23:06
3,89.24,12/13/2018 23:06
4,126.8,12/13/2018 23:06
5,858.64,12/13/2018 23:06
1,44.67,12/13/2018 23:06
2,45.36,12/13/2018 23:06
3,89.52,12/13/2018 23:06
4,129.22,12/13/2018 23:06
5,850.21,12/13/2018 23:06
1,44.35,12/13/2018 23:06
2,45.67,12/13/2018 23:06
3,89.46,12/13/2018 23:06
4,130.8,12/13/2018 23:06
5,842.13,12/13/2018 23:06
1,44.37,12/13/2018 23:06
2,45.64,12/13/2018 23:06
3,89.55,12/13/2018 23:06
4,132.61,12/13/2018 23:06
5,833.73,12/13/2018 23:06
1,44.65,12/13/2018 23:06
2,45.79,12/13/2018 23:06
3,89.66,12/13/2018 23:06
4,133.84,12/13/2018 23:06
5,825.23,12/13/2018 23:06
1,44.74,12/13/2018 23:06
2,45.73,12/13/2018 23:06
3,89.73,12/13/2018 23:06
4,135.47,12/13/2018 23:06
5,816.86,12/13/2018 23:06
1,44.59,12/13/2018 23:06
2,45.55,12/13/2018 23:06
3,89.64,12/13/2018 23:06
4,136.25,12/13/2018 23:06
5,807.35,12/13/2018 23:06
1,44.2,12/13/2018 23:06
2,45.72,12/13/2018 23:06
3,90.07,12/13/2018 23:06
4,137.03,12/13/2018 23:06
5,796.93,12/13/2018 23:06
1,44.44,12/13/2018 23:06
2,45.72,12/13/2018 23:06
3,89.99,12/13/2018 23:06
4,137.68,12/13/2018 23:06
5,788.03,12/13/2018 23:06
1,44.41,12/13/2018 23:06
2,45.63,12/13/2018 23:06
3,90.02,12/13/2018 23:06
4,137.64,12/13/2018 23:06
5,780.56,12/13/2018 23:06
1,44.32,12/13/2018 23:06
2,45.52,12/13/2018 23:06
3,90.24,12/13/2018 23:06
4,137.89,12/13/2018 23:06
5,773.93,12/13/2018 23:06
1,44.7,12/13/2018 23:06
2,45.78,12/13/2018 23:06
3,90.06,12/13/2018 23:06
4,138.43,12/13/2018 23:06
5,767.87,12/13/2018 23:06
1,44.66,12/13/2018 23:06
2,45.57,12/13/2018 23:06
3,90.39,12/13/2018 23:06
4,139.04,12/13/2018 23:06
5,761.78,12/13/2018 23:06
1,44.69,12/13/2018 23:06
2,45.98,12/13/2018 23:06
3,90.45,12/13/2018 23:06
4,140.04,12/13/2018 23:06
5,755.43,12/13/2018 23:06
1,44.62,12/13/2018 23:06
2,45.83,12/13/2018 23:06
3,90.51,12/13/2018 23:06
4,140.96,12/13/2018 23:06
5,749.19,12/13/2018 23:06
1,44.73,12/13/2018 23:06
2,45.63,12/13/2018 23:06
3,90.54,12/13/2018 23:06
4,142.1,12/13/2018 23:06
5,742.91,12/13/2018 23:06
1,44.68,12/13/2018 23:06
2,45.75,12/13/2018 23:06
3,90.91,12/13/2018 23:06
4,143.24,12/13/2018 23:06
5,736.62,12/13/2018 23:06
1,44.54,12/13/2018 23:06
2,45.71,12/13/2018 23:06
3,90.73,12/13/2018 23:06
4,144.06,12/13/2018 23:06
5,728.88,12/13/2018 23:06
1,44.75,12/13/2018 23:06
2,45.84,12/13/2018 23:06
3,91.11,12/13/2018 23:06
4,145.68,12/13/2018 23:06
5,721.97,12/13/2018 23:06
1,44.64,12/13/2018 23:06
2,45.87,12/13/2018 23:06
3,90.93,12/13/2018 23:06
4,146.95,12/13/2018 23:06
5,715.81,12/13/2018 23:06
1,44.72,12/13/2018 23:06
2,45.68,12/13/2018 23:06
3,91.38,12/13/2018 23:06
4,149.29,12/13/2018 23:06
5,709.78,12/13/2018 23:06
1,44.76,12/13/2018 23:06
2,45.81,12/13/2018 23:06
3,91.15,12/13/2018 23:06
4,151.39,12/13/2018 23:06
5,704.58,12/13/2018 23:06
1,44.68,12/13/2018 23:06
2,45.89,12/13/2018 23:06
3,91.42,12/13/2018 23:06
4,153.06,12/13/2018 23:06
5,699.76,12/13/2018 23:06
1,45.03,12/13/2018 23:06
2,45.76,12/13/2018 23:06
3,91.5,12/13/2018 23:06
4,154.69,12/13/2018 23:06
5,694.52,12/13/2018 23:06
1,44.96,12/13/2018 23:06
2,45.67,12/13/2018 23:06
3,91.57,12/13/2018 23:06
4,156.16,12/13/2018 23:06
5,690.26,12/13/2018 23:06
1,44.93,12/13/2018 23:06
2,46.14,12/13/2018 23:06
3,91.42,12/13/2018 23:06
4,157.67,12/13/2018 23:06
5,687.86,12/13/2018 23:06
1,44.87,12/13/2018 23:06
2,45.87,12/13/2018 23:06
3,91.5,12/13/2018 23:06
4,159.37,12/13/2018 23:06
